,locname,Lat,Lng,name,Missing location,¿Cuántos skus IL hay en anaquel? ,¿Cuántos skus RS hay en anaquel? ,¿Hay IL GALLINA en anaquel? ,¿Hay RS GALLINA en anaquel? ,¿Cual es el precio de IL?,¿Cual es el precio de RS?,¿Todos los sabores IL tienen el mismo precio?,¿Todos los sabores RS tienen el mismo precio?,¿Hay degustaciones de Maruchan en la tienda esta semana? ,¿Hay promocion de Maruchan en la tienda esta semana? 
2541754,Tambo Navarrete - Ave. Navarrete 449,-12.091935,-77.026712,Luis Castro,6,3,Si,2.80,1.50,Si,2 items,1,,,
2541734,pinos,-11.998705,-77.054905,Heidy Ovalles,pinos,6,2,Si,2.80,1.50,Si,1 items,1,,
2541712,Tambo Belaunde C9,-11.934514,-77.056668,Elena Gabriel,62,1,Si,2.80,1.50,Si,1 items,3,,,
2541661,Metro Aramburú - Calle Las Tiendas,-12.103558,-77.020408,Ruben Munoz,5,2,Si,2.70,1.40,Si,Si,Si,1,,
2541617,pacifico,"-11.99653,",-77.062418,Heidy Ovalles,pacifico,6,3,Si,2.80,1.50,Si,1 items,2,,
2541576,Tambo Petit 3 - Ave. Petit Thouars,-12.092997,-77.032031,Luis Castro,6,2,Si,2.80,1.50,Si,1 items,1,,,
2541507,Tambo Corregidor - Ave. Alameda Del,-12.102598,-76.949338,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2541490,Tambo Camreal - Ave. Camino Real,-12.094252,-77.035288,Luis Castro,6,Si,2.80,1.50,Si,Si,1,,,,
2541488,Tambo Izaguirre,-11.989376,-77.057665,Heidy Ovalles,Izaguirre,5,2,Si,2.80,1.50,Si,1 items,1,,
2541408,TAMBO PRESCOTT ,-12.092837,-77.047005,Luis Castro,5,2,Si,2.80,1.50,Si,1 items,1,,,
2541406,Tambo Toulon - Calle 12 MZA.,-12.073480,-76.952948,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2541375,Tambo Alisos - Jr. Gerardo Unger,-11.982832,-77.058897,Heidy Ovalles,alisos,6,3,Si,2.80,1.50,Si,1 items,1,,
2541346,Tambo Fontana - 0,-12.073427,-76.955046,Moises Monroy,5,2,Si,2.80,1.50,Si,1 items,1,,,
2541334,Tambo Universitaria-C106 - Ave. Universitaria 10640,-11.900338,-77.039552,Elena Gabriel,5,1,Si,2.80,1.50,Si,Si,2,,,
2541332,tambo Castilla C11,-12.135593,-77.006871,Aurora Garcia,tambo Castilla C11,6,1,Si,2.8,1.5,Si,Si,,,
2541297,Tambo Rpalma - Ave. Javier Prado,-12.090687,-77.019272,Luis Castro,6,2,Si,2.80,1.50,Si,1 items,1,,,
2541292,Tambo Chinchaysuyo - Ave. Chinchaysuyo 101,-11.979992,-77.058809,Heidy Ovalles,chinchaysuyo,6,1,Si,2.80,1.50,Si,1 items,1,,
2541245,tambo Castilla C1,-12.134591,"-77.01747,",Aurora Garcia,tambo Castilla C1,6,1,Si,2.8,1.5,Si,Si,,,
2539703,tambo república c47,-12.113229,-77.026295,Elena Gabriel,tambo república c47,6,1,Si,2.80,1.50,Si,Si,1,,
2539679,tambo Machuca c1,-12.166636,-76.977931,Aurora Garcia,tambo Machuca c1,5,3,Si,2.8,1.5,Si,2 items,,,
2539635,Tambo Angamos - Ave. Angamos Nro. 1001,-12.112976,-77.021443,Elena Gabriel,6,3,Si,2.80,1.50,Si,2 items,2,,,
2539625,TAMBO PASTOR SEVILLA ,-12.225520,-76.941529,Luis Castro,6,1,Si,280,100,Si,Si,1,,,
2539578,Tambo San German C2 - Calle SAN GERMAN,-12.035298,-77.034152,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2539565,tambo San Juan,-12.158240,-76.973278,Aurora Garcia,tambo San Juan,5,Si,2.8,1.5,Si,Si,,,,
2539554,Tambo Mbastidas C9 - Ave. MICAELA BASTIDAS NRO 916,-12.192915,-76.955197,Luis Castro,4,3,Si,280,150,Si,2 items,1,,,
2539546,puente piedra,-11.856142,-77.084849,Heidy Ovalles,puente piedra,6,1,Si,2.80,1.50,Si,1 items,1,,
2539526,Tambo Tarapaca - Ave. Tarapacá 533,-12.029729,-77.035559,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2539511,tambo valle,"-12.15331,",-76.970868,Aurora Garcia,tambo valle,6,1,Si,2.8,1.5,Si,Si,,,
2539503,huamantanga,-11.862787,-77.076724,Heidy Ovalles,huamantanga,6,2,Si,2.80,1.50,Si,1 items,1,,
2539487,Tambo Central Ves - MZA. F URB.,-12.206245,-76.937668,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2539473,tambo heroes,-12.150894,-76.978950,Aurora Garcia,tambo heroes,6,3,Si,2.8,1.5,Si,2 items,,,
2539462,Tambo Revolucion 2 - Ave. Revolucion 1459,-12.205247,-76.941707,Luis Castro,6,2,Si,2.80,1.50,Si,1 items,1,,,
2539455,Tambo Bolonesi c1,-11.864191,-77.077371,Heidy Ovalles,bolonesi c1,5,1,Si,2.80,1.50,Si,1 items,1,,
2539454,Tambo Alcazar - Ave. Alcazar Nro. 778,-12.027216,-77.032485,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2539422,tambo Circunvalación,"-12.14801,",-76.982463,Aurora Garcia,tambo Circunvalación,6,1,Si,2.8,1.5,Si,Si,,,
2539400,thorne,-11.867852,-77.074911,Heidy Ovalles,thorne,6,2,Si,2.80,1.50,Si,1 items,1,,
2539385,Tambo Monterosa - Calle Monterosa 137,-12.112098,-76.991573,Elena Gabriel,6,1,Si,2.80,1.50,Si,Si,1,,,
2539374,tambo Lirio,-12.154115,-76.983567,Aurora Garcia,tambo Lirio,6,2,Si,2.8,1.5,Si,1 items,,,
2539369,TAMBO VALLEJO ,-12.212672,-76.935544,Luis Castro,TAMBO VALLEJO ,5,1,Si,2.80,1.50,Si,Si,1,,
2539111,Tambo Guzman Blanco - Jr. Guzmán Blanco,-12.061562,-77.040634,Elena Gabriel,6,2,Si,2.80,1.50,Si,2 items,2,,,
2539077,tambo Primavera,-12.109837,-76.975278,Aurora Garcia,tambo Primavera,5,1,Si,2.8,1.5,Si,Si,,,
2539048,tambo Casuarinas,-12.113086,-76.974207,Aurora Garcia,tambo Casuarinas,6,2,Si,2.8,1.5,Si,1 items,,,
2539042,Tambo Alfonso Ugarte ,-12.057339,-77.041543,Elena Gabriel,6,2,Si,2.80,1.50,Si,1 items,2,,,
2539021,victor belaunde,-11.937814,-77.052917,Heidy Ovalles,victor belaunde,6,2,2.80,1.50,Si,1 items,1,,,
2539006,Tambo Postes - Mza W Lote,-11.996521,-77.009949,Moises Monroy,4,3,Si,2.80,1.50,Si,2 items,1,,,
2538953,tambo UPC,-12.104104,-76.964212,Aurora Garcia,tambo UPC,6,1,Si,2.8,1.5,Si,Si,,,
2538912,comas,-11.956161,-77.052771,Heidy Ovalles,comas,6,2,Si,2.80,1.50,Si,1 items,1,,
2538829,Tambo 13 de Enero ,-11.993370,-77.005138,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2538814,tambo Aldebarán,-12.104921,-76.965641,Aurora Garcia,tambo Aldebarán,6,Si,2.8,1.5,Si,Si,,,,
2538807,México.comas,-11.955505,-77.058896,Heidy Ovalles,México.comas,6,3,Si,2.80,1.50,Si,1 items,1,,
2538764,Tambo Basadre - Ave. Proceres de,-11.989412,-77.011052,Moises Monroy,6,1,Si,2.80,1.00,Si,Si,1,,,
2538754,Tambo Uruguay - Ave. Uruguay 400,-12.054242,-77.038893,Elena Gabriel,6,1,Si,2.80,1.50,Si,Si,2,,,
2538733,tambo Primavera C18,-12.107906,-76.969364,Aurora Garcia,tambo Primavera C18,6,2,Si,2.8,1.5,Si,1 items,,,
2538718,giufuentes,-11.941998,-77.060786,Heidy Ovalles,giufuentes,5,3,Si,2.80,1.50,Si,1 items,1,,
2538646,universitaria c70,-11.939108,-77.058795,Heidy Ovalles,universitaria c70,6,3,Si,2.80,1.50,Si,1 items,1,,
2538628,Tambo Tacna - Ave. Tacna Esq.,-12.048899,-77.038983,Elena Gabriel,5,1,Si,2.80,1.50,Si,Si,2,,,
2538543,Tambo Sol - Ave. El Sol 210,-11.983605,-77.009801,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,2,,,
2538480,Tambo Pierola - Ave. Nicolas de,-12.051093,-77.035768,Elena Gabriel,5,1,Si,2.80,1.50,Si,Si,1,,,
2538467,Tambo Belaunde C9,-11.934483,-77.056585,Heidy Ovalles,belaunde c9,6,2,Si,2.80,1.50,Si,1 items,1,,
2538463,Tambo Canto Grande c28 - Ave. Canto Grande,-11.980789,-77.012152,Moises Monroy,6,1,Si,Si,2.80,1.50,Si,Si,1,,
2538360,M.Bastidas c9,-11.928371,-77.056776,Heidy Ovalles,M.Bastidas c9,6,1,Si,2.80,1.50,Si,2 items,1,,
2538341,tambo el polo,-12.103681,-76.972548,Aurora Garcia,tambo el polo,4,1,Si,1.5,2.8,Si,Si,,,
2538339,Tambo San Martin SJL - Ave. SAN MARTIN,-11.967249,-77.005858,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2538297,Tambo Grau C1 - Ave. Almirante Grau,-12.059678,"-77.03501,",Elena Gabriel,5,1,Si,2.80,1.50,Si,Si,1,,,
2538288,Tambo Canto Grande - Mza. A Lote,-11.969321,-77.004917,Moises Monroy,5,2,Si,2.80,1.50,Si,1 items,1,,,
2538248,Tambo Pascana - Lote 13 Mza.Urb La Pascana,-11.933883,-77.046615,Heidy Ovalles,6,1,Si,2.80,1.50,Si,1 items,1,,,
2538146,Tambo Collique,-11.914286,-77.040303,Heidy Ovalles,collique,6,1,Si,2.80,1.50,Si,1 items,1,,
2538141,Tambo El Parque SJL - Ave. El parque,-11.980659,-77.000244,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2538122,tambo Olguín C3,-12.087908,-76.973436,Aurora Garcia,tambo Olguín C3,6,3,Si,2.8,1.5,Si,2 items,,,
2538057,Tambo Wiesse - Lote 12 De,-11.974662,-77.000373,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2538047,Tambo Rivaguero - Ave. Riva Agüero,-12.052693,-77.002828,Elena Gabriel,5,1,Si,2.80,1.50,Si,Si,4,,,
2538044,tambo Olguín,-12.085376,-76.973112,Aurora Garcia,tambo Olguín,5,3,Si,2.8,1.5,Si,2 items,,,
2538039,Revolución collique,-11.914273,"-77.02868,",Heidy Ovalles,Revolución collique,6,1,Si,2.80,1.50,Si,1 items,1,,
2537959,tambo U de lima,-12.083705,-76.973473,Aurora Garcia,tambo U de lima,6,2,Si,2.8,1.5,Si,1 items,,,
2537948,Tambo Rivaguero C14 - Ave. JOSE DE,"-12.0462,""","-76.99927,",Elena Gabriel,6,1,Si,Si,2.80,1.50,Si,Si,2,,
2537932,Tambo Proceres Sjl - Mza. F5 Lt,-11.964727,-76.991104,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2537891,Maestro,-11.966196,-77.056245,Heidy Ovalles,Maestro,5,2,Si,2.80,1.50,Si,1 items,1,,
2537858,Tambo Bayovar - Ave. Wiesse 4267,-11.959664,-76.987394,Moises Monroy,4,1,Si,2.80,1.50,Si,Si,1,,,
2537853,tambo Camacho,-12.081837,-76.967755,Aurora Garcia,tambo Camacho,6,3,Si,2.8,1.5,Si,2 items,,,
2537330,Tambo Mariano c15,-12.117906,-77.008375,Aurora Garcia,tambo Mariano c15,6,2,Si,2.8,1.5,Si,1 items,,,
2537255,Tambo Argentina ,-12.047837,-77.098929,Heidy Ovalles,Argentina ,6,1,Si,2.80,1.50,Si,1 items,1,,
2537240,Tambo Pershing - Ave. Pershing Nro 479,-12.092026,-77.054967,Luis Castro,5,2,Si,280,150,Si,1 items,1,,,
2537209,Tambo Pershing C5 - Ave. Pershing N°,-12.089640,-77.058419,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2537207,Tambo Principal,-12.117523,-77.005780,Aurora Garcia,tambo principal,6,2,Si,2.8,1.5,Si,1 items,,,
2537201,Tambo Rambla ,-12.066070,-77.046505,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,2,,,
2537179,Tambo Minka,-12.048865,-77.111656,Heidy Ovalles,minka,6,3,Si,2.80,1.50,Si,1 items,1,,
2537156,Tambo Jaliaga - Ave. Javier Prado,-12.093960,-77.058885,Luis Castro,6,2,Si,280,150,Si,1 items,1,,,
2537010,Tambo DelCampo - Ave. ALBERTO DEL,-12.096248,-77.059318,Luis Castro,5,Si,280,150,Si,Si,1,,,,
2536993,Tambo Villarán,-12.120552,-77.001942,Aurora Garcia,tambo Villarán,6,2,Si,2.8,1.5,Si,1 items,,,
2536988,Tambo Strip del Callao,-12.050482,-77.115632,Heidy Ovalles,strip del callao,6,3,Si,2.80,1.50,Si,2 items,1,,
2536954,TAMBO STRIP FIBRA ,-12.089080,-77.065701,Luis Castro,6,2,Si,280,150,Si,1 items,1,,,
2536900,Tambo Cadamo - Jr. Manuel Candamo,-12.082413,-77.035635,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2536813,Tambo Pedro Venturo,-12.121970,-76.993303,Aurora Garcia,tambo Pedro Venturo,6,1,Si,2.8,1.5,Si,Si,,,
2536682,Tambo Limatambo,-12.106465,-77.001241,Aurora Garcia,tambo Limatambo,6,2,Si,2.8,1.5,Si,1 items,,,
2536666,Tambo Brasil C32 - Ave. Brasil -3238,-12.089232,-77.065693,Luis Castro,5,1,Si,2.80,1.50,Si,Si,1,,,
2536606,Tambo Canevaro c12,-12.084739,-77.044906,Moises Monroy,tambo canevaro c12,6,2,Si,2.80,1.50,Si,1 items,1,,
2536542,Tambo Aviacion,-12.099963,-77.001791,Aurora Garcia,tambo Avíacion,6,3,Si,2.8,1.5,Si,2 items,,,
2536533,Tambo Tello - Ave. Julio C.,-12.086760,-77.041980,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2536469,Tambo U del Callao ,-12.062399,-77.116781,Heidy Ovalles,u del Callao ,6,3,Si,2.80,1.50,Si,1 items,1,,
2536453,Tambo Loreto - Ave. BRASIL NRO. 2080,-12.078654,-77.056947,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2536389,Tambo Morelli,-12.090111,-77.003980,Aurora Garcia,tambo morelli,6,2,Si,2.8,1.5,Si,1 items,,,
2536325,Tambo Colonial C 31,"-12.05615,","-77.10947,",Heidy Ovalles,colonial.c31,6,1,Si,2.80,1.50,Si,1 items,1,,
2536312,Tambo dominicana,-12.074826,-77.048055,Luis Castro,6,1,Si,280,100,Si,Si,1,,,
2536305,Tambo Da Vinci,-12.088214,-77.002011,Aurora Garcia,tambo Da Vinci,6,1,Si,2.8,1.5,Si,Si,,,
2536241,Tambo Camana - Jr. Camaná 596,-12.048280,-77.033814,Elena Gabriel,6,1,Si,2.80,1.50,Si,Si,3,,,
2536181,Tambo Mall Plaza ,-12.055061,-77.104732,Heidy Ovalles,Mall plaza ,6,1,Si,2.80,1.50,Si,1 items,1,,
2536177,Tambo Leoncio Prado - Jr. Leoncio Prado,-12.089831,-77.072007,Luis Castro,6,1,Si,280,150,Si,Si,1,,,
2536155,Tambo Petit C26,-12.090564,-77.032462,Moises Monroy,petit c26,5,3,Si,2.80,1.50,Si,2 items,1,,
2536108,Tambo TDA San Borja,-12.093107,-76.995843,Aurora Garcia,tambo TDA San Borja,5,1,Si,2.8,1.5,Si,Si,,,
2536066,Tambo Bolognesi C6 - JR. Bolognesi NRO. 639,-12.091219,-77.074195,Luis Castro,6,1,Si,2.80,1.50,Si,Si,1,,,
2536061,Tambo Jrcallao - Jiron Callao N°115-125,-12.045994,-77.031593,Elena Gabriel,6,2,Si,2.80,1.50,Si,1 items,3,,,
2536000,Tambo Colonial C45,-12.052851,-77.096316,Heidy Ovalles,colonial c45,6,2,Si,2.80,1.50,Si,2 items,1,,
2535990,Tambo San Luis C26,-12.101228,-76.994557,Aurora Garcia,tambo San Luis C26,6,3,Si,2.8,1.5,Si,2 items,,,
2535967,Tambo Ejercito C2 - Ave. PEREZ ARANIBAR,-12.097587,-77.070458,Luis Castro,2,2.80,1.50,Si,Si,1,,,,,
2535949,Tambo Zela - Ave. Juan Pardo,-12.082604,-77.027508,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2535940,Tambo Colonial C49,-12.052848,-77.093333,Heidy Ovalles,colonial c49,3,2,Si,2.80,1.50,Si,2 items,1,,
2535899,TAMBO EJERCITO C11 ,-12.101573,-77.059432,Luis Castro,6,1,Si,2.80,1.50,Si,Si,1,,,
2535856,Tambo Higuereta,-12.121159,-76.988458,Aurora Garcia,tambo Higuereta,5,1,Si,2.8,1.5,Si,Si,,,
2535370,Tambo Escardo - Ave. Rafael Escardó.,-12.074585,-77.091971,Elena Gabriel,6,2,Si,2.80,1.50,Si,1 items,2,,,
2535341,Tambo La Marina C29 - Ave. La Marina,-12.076255,-77.096188,Elena Gabriel,5,2,Si,2.80,1.50,Si,1 items,Si,1,,
2535288,Tambo Tacna c3,-12.044680,-77.036301,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2535287,Tambo Benavides C53,-12.130068,-76.980710,Aurora Garcia,tambo Benavides C53,6,2,Si,2.8,1.5,Si,1 items,,,
2535250,TAMBO IGLESIAS ,-12.168211,-77.025548,Luis Castro,5,1,Si,280,150,Si,Si,1,,,
2535123,TAMBO HUAYLAS C7 ,-12.171723,-77.021789,Luis Castro,TAMBO HUAYLAS C7 ,6,1,Si,280,150,Si,Si,1,,
2535111,Tambo Camana - Jr. Camaná 596,-12.048100,-77.034298,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2535106,Tambo Benavides C50,-12.128945,-76.984966,Aurora Garcia,tambo Benavides C50,5,3,Si,2.8,1.5,Si,2 items,,,
2535048,TAMBO HUAYLAS C10,-12.173276,-77.020268,Luis Castro,6,1,Si,280,150,Si,Si,1,,,
2535029,Tambo Pierola - Ave. Nicolas de,-12.050702,-77.036115,Moises Monroy,5,2,Si,2.80,1.50,Si,1 items,1,,,
2534954,Tambo Insurgentes - Ave. Insurgentes 750,-12.067763,-77.104104,Elena Gabriel,6,1,Si,2.80,1.50,Si,Si,1,,,
2534944,Tambo Tacna - Ave. Tacna Esq.,-12.048543,-77.039118,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2534863,Tambo Castellana,-12.127318,-77.001548,Aurora Garcia,tambo Castellana,6,1,Si,2.8,1.5,Si,Si,,,
2534833,TAMBO HUAYLAS C1 ,-12.187503,-77.007874,Luis Castro,6,2,Si,280,150,Si,1 items,1,,,
2534783,Tambo Avíacion C49,-12.126388,-76.999966,Aurora Garcia,tambo Avíacion C49,5,2,Si,2.8,1.5,Si,1 items,,,
2534745,Tambo Uruguay - Ave. Uruguay 400,-12.054450,-77.039699,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2534730,Tambo Alamdedasur C1 - Ave. ALAMEDA SUR,-12.190091,-77.006290,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2534687,Tambo Marina c32,-12.074283,-77.100033,Elena Gabriel,tambo marina c32,6,1,Si,2.80,1.50,Si,Si,1,,
2534678,Tambo Alfonso Ugarte ,-12.057088,-77.041045,Moises Monroy,tambo alfonso ugarte ,6,2,Si,2.80,1.50,Si,1 items,1,,
2534605,Tambo Villa UPC - Ave. Alameda San,-12.198006,-77.009443,Luis Castro,6,2,Si,280,150,Si,1 items,1,,,
2534604,Tambo TDA Benavides,-12.128650,-76.995116,Aurora Garcia,tambo TDA Benavides,6,1,Si,Si,2.8,1.5,Si,Si,,
2534550,Tambo Garcilazo,-12.059500,-77.038300,Moises Monroy,tambo garcilazo ,6,2,Si,2.80,1.50,Si,1 items,1,,
2534470,Tambo Ayacucho C13,-12.132395,"-76.99532,",Aurora Garcia,tambo Ayacucho C13,6,1,Si,2.8,1.5,Si,Si,,,
2534461,Tambo Villa 1 - Ave.C Maz.N-6 Lote,-12.204114,-77.013670,Luis Castro,6,1,Si,280,150,Si,Si,1,,,
2534425,Tambo Guzman Blanco - Jr. Guzmán Blanco,-12.061610,-77.040630,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2534424,Tambo Faucett 2 - Ave. Faucett Nro 500,-12.064947,-77.097454,Elena Gabriel,6,2,Si,2.80,1.50,Si,1 items,1,,,
2534406,Tambo La Curva - Ave. GUARDIA CIVIL,-12.184522,-77.007209,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2534385,Tambo Ayacucho C10,-12.135164,-76.997578,Aurora Garcia,tambo Ayacucho C10,6,1,Si,2.8,1.5,Si,Si,,,
2534327,Tambo Chile - Ave. República de,-12.066899,-77.038023,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2534288,Tambo Ayacucho C1,-12.141383,-77.001973,Aurora Garcia,tambo Ayacucho C1,6,3,Si,2.8,1,Si,2 items,,,
2534278,Tambo G Civil - Ave. GUARDIA CIVIL,"-12.17466,",-76.993512,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2534276,Tambo Saco C2 - JR. SACO OLIVEROS,-12.068052,-77.036123,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2534211,Tambo El Sol Chorrillos - Ave. El sol,-12.177110,-76.997809,Luis Castro,5,2,Si,280,150,Si,1 items,1,,,
2534164,Tambo Republica C5 - Ave. PASEO DE,-12.063762,-77.034080,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2534150,Tambo Jorge Chávez,-12.150106,-77.006578,Aurora Garcia,tambo Jorge Chávez,6,1,Si,2.8,1.5,Si,Si,,,
2534068,Tambo Faucett - Ave. Elmer Faucett,-12.057561,-77.097617,Elena Gabriel,6,1,Si,2.80,1.50,Si,Si,2,,,
2534033,Tambo Corbera,-12.145188,-77.008021,Aurora Garcia,tambo Corbera,6,3,Si,2.8,1.5,Si,2 items,,,
2534029,Tambo Grau C1 - Ave. Almirante Grau,-12.060212,-77.035161,Moises Monroy,5,1,Si,2.80,1.50,Si,Si,1,,,
2534018,TAMBO PUMA C1 ,-12.176809,-77.011401,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2533935,Tambo Matellini - Ave. Matellini 153,-12.179127,-77.009972,Luis Castro,6,2,Si,2.80,1.50,Si,1 items,1,,,
2533882,Tambo Surco Viejo,-12.145232,-77.004136,Aurora Garcia,tambo Surco viejo,4,3,Si,2.8,1.5,Si,2 items,,,
2533331,Tambo los Pinos,-11.998711,-77.054994,Elena Gabriel,tambo los pinos,6,3,Si,2.80,1.50,Si,2 items,1,,
2533259,Tambo Circunvalación,-12.077761,-76.989569,Aurora Garcia,tambo Circunvalación,6,3,Si,2.8,1.5,Si,2 items,,,
2533180,Tambo Schell - Ave. Schell N°,-12.126671,-77.030203,Luis Castro,6,2,Si,280,150,Si,1 items,1,,,
2533160,Tambo Rosa Toro,-12.081289,-76.993318,Aurora Garcia,tambo Rosa toro,6,2,Si,2.8,1.5,Si,1 items,,,
2533143,Tambo La Paz - Ave. Ernesto Diez,-12.122391,-77.027033,Luis Castro,6,2,Si,280,150,Si,1 items,1,,,
2533037,Tambo Violeta C2,-12.006340,-77.053870,Elena Gabriel,tambo violeta c2,6,1,Si,2.80,1.50,Si,Si,2,,
2532924,Tambo San Luis C9 - Ave. SAN LUIS,-12.076686,-77.000643,Aurora Garcia,tambo San Luis C9,5,3,Si,2.8,1.5,Si,2 items,,,
2532923,Tambo Plaza Norte - Ave. Túpac Amaru,-12.007371,-77.053765,Elena Gabriel,6,1,Si,2.80,1.50,Si,Si,1,,,
2532869,Tambo Flores C10,-12.012068,-77.011118,Moises Monroy,tambo flores c10,6,2,Si,2.80,1.50,Si,1 items,1,,
2532807,Tambo Tusilagos C4,-12.012687,-77.009147,Moises Monroy,tambo tusilagos C4,6,3,Si,2.80,1.50,Si,2 items,1,,
2532745,Tambo Inclan - Calle CORONEL INCLAN,-12.117023,-77.031100,Luis Castro,6,1,Si,280,150,Si,Si,1,,,
2532710,Tambo Tusilagos - Ave. TUSILAGOS OESTE,-12.013280,-77.004162,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2532689,Tambo Honorio Delgado,-12.021694,-77.054184,Elena Gabriel,tambo Honorio delgado,6,3,Si,2.80,1.50,Si,2 items,1,,
2532653,Tambo Canadá C14,"-12.08454,",-77.007896,Aurora Garcia,tambo Canadá C14,6,2,Si,2.8,1.5,Si,1 items,,,
2532645,TAMBO Republicana c47,-12.113292,-77.026347,Luis Castro,6,1,Si,280,150,Si,Si,1,,,
2532573,Tambo Cajagua - Urbanización Caja de Agua Parcela,-12.025884,-77.010037,Moises Monroy,5,3,Si,2.80,1.50,Si,2 items,1,,,
2532546,Tambo Angamos 3 - Ave. Angamos Este,-12.114025,-77.032420,Luis Castro,6,1,Si,280,150,Si,Si,1,,,
2532528,Tambo Arriola,-12.085891,-77.015620,Aurora Garcia,tambo Arriola,6,2,Si,2.8,1.5,Si,1 items,,,
2532460,Tambo Canada C10,-12.083096,-77.014448,Aurora Garcia,tambo CanadaC10,5,1,Si,2.8,1.5,Si,Si,,,
2532450,Tambo Angamos 2 - Ave. Angamos 401,-12.114046,-77.032453,Luis Castro,9,2,Si,280,150,Si,1 items,1,,,
2532428,Tambo Chimu - Ave. Chimu 344,-12.027691,-77.008730,Moises Monroy,5,2,Si,2.80,1.50,Si,1 items,1,,,
2532426,Tambo Unger c7 - Ave. GERARDO UNGER,-12.018658,-77.051593,Elena Gabriel,6,3,Si,2.80,1.50,Si,2 items,2,,,
2532387,Tambo Espinar - Ave.enida Comandante Espinar,-12.116494,-77.036821,Luis Castro,6,1,Si,280,150,Si,Si,1,,,
2532374,Tambo Canada C8,-12.081663,-77.017353,Aurora Garcia,tambo CanadaC8,4,1,Si,2.8,1.8,Si,Si,,,
2532259,Tambo Templo Aspero - Mza T Lote,-12.016828,-76.984439,Moises Monroy,5,1,Si,2.80,1.50,Si,Si,1,,,
2532238,Tambo Santa Catalina,-12.089115,-77.022396,Aurora Garcia,tambo Santa Catalina,5,3,Si,2.8,1.5,Si,2 items,,,
2532200,Tambo Mendiburu - Jr. Mendiburu 1136,-12.110643,-77.049332,Luis Castro,4,1,Si,280,150,Si,Si,1,,,
2532193,Tambo Unger - Ave. Gerardo Unger,"-12.02297,","-77.05021,",Elena Gabriel,6,3,Si,2.80,1.50,Si,2 items,1,,,
2532179,Tambo Haravicu - Jr. Haravicu 376,-12.024421,-76.988999,Moises Monroy,6,1,Si,2.80,1.00,Si,Si,1,,,
2532132,Tambo Valle de oro - Calle Vara De Oro,-12.025525,-76.998217,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2532119,Tambo Ejercito - Ave. del Ejército,-12.113734,-77.048243,Luis Castro,6,2,Si,280,150,Si,1 items,1,,,
2532085,Tambo Palermo,-12.080317,-77.023443,Aurora Garcia,tambo Palermo,6,1,Si,2.8,1.5,Si,Si,,,
2532083,Tambo Carlos Izaguirre - Ave. Carlos Izaguirre,-11.989210,-77.057827,Elena Gabriel,6,3,Si,2.80,1.50,Si,2 items,2,,,
2532043,Tambo Piramide - Ave. Pirámide del Sol,-12.025519,-77.001841,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2531938,Tambo Chinchaysuyo - Ave. Chinchaysuyo 101,-12.027156,-77.000075,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2531929,Tambo Manco Capqc,-12.061822,-77.029521,Aurora Garcia,tambo Manco capqc,6,2,Si,2.8,1.5,Si,1 items,,,
2531197,Tambo Gaviota,-12.162741,-76.995763,Aurora Garcia,tambo Gaviota,6,2,Si,2.8,1.5,Si,1 items,,,
